;Unnamed: 0;index_of_processed_files;annotator_2nd_anno;check_fiction_status;Fiktionalitätsstatus_2nd_anno;Fiktionalitätsstatus_unsicher_2nd_anno;Kommentar_2nd_anno;author_forename;author_surname;title_main;title_sub;filepath;year;text_length_sents;text_length_clauses;text_length_tokens;reflective_passages_global;reflective_clauses;reflective_tokens;reflection_score_mean;gi_passages_global;gi_clauses;gi_tokens;nfr_passages_global;nfr_clauses;nfr_tokens;comment_passages_global;comment_clauses;comment_tokens;exception;setting;kolimo_index;annotator;to_annotate_first;to_annotate;author_name;title_main_anno;title_sub_anno;first_publication;Übersetzung_ins_Deutsche;Nicht-deutschsprachig;Nicht-Fiktional;Nicht-erzählend;Kommentar;author_surname_anno;author_forename_anno;author_gender;not_before;not_after;classification;number_of_works;canonisation_score;rank_canon;author_nationality_d_prose;refl_clauses_perc;nfr_clauses_perc;gi_clauses_perc;comment_clauses_perc
5416;8454.0;8454.0;;False;;;;Walther;Harich;Dorette lächelt ...;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/harich/dorette/dorette.xml;1931.0;6432.0;9983.0;73749.0;856.0;1693.0;11258.0;0.3707408436713212;359.0;846.0;5960.0;46.0;105.0;704.0;508.0;1006.0;6379.0;;;36723.0;Jonas;FALSCH;WAHR;Walther Harich;Dorette lächelt ...;None;1931;;;;;;Harich;Walther;None;None;None;FIK;7.0;;;;16.958830011018733;1.0517880396674346;8.47440649103476;10.077131122908948
5417;8455.0;8455.0;;False;;;;Walther;Harich;Der Schatten der Susette;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/harich/susette/susette.xml;1928.0;6828.0;11467.0;88842.0;1158.0;2355.0;16510.0;0.3830171095648098;452.0;1101.0;8026.0;105.0;262.0;1915.0;727.0;1573.0;10826.0;;;36724.0;Jonas;FALSCH;WAHR;Walther Harich;Der Schatten der Susette;None;1928;;;;;;Harich;Walther;None;None;None;FIK;7.0;;;;20.53719368623005;2.284817301822621;9.601465073689718;13.717624487660244
5418;8457.0;8457.0;;False;;;;Rudolf;Greinz;Krähwinkel;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/greinz/kraehwin/kraehwin.xml;1918.0;5539.0;7517.0;63659.0;838.0;1660.0;12311.0;0.383257986807582;378.0;1004.0;7927.0;74.0;176.0;1263.0;480.0;890.0;6108.0;;;36730.0;;FALSCH;FALSCH;Rudolf Greinz;Krähwinkel;None;1918;;;;;;Greinz;Rudolf;male;None;None;FIK;3.0;;;Österreich;22.08327790341892;2.341359584940801;13.356392177730475;11.839829719302914
5428;8471.0;8471.0;Janina;True;fik;;;Robert;Musil;Die Schwärmer;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/musil/schwaerm/schwaerm.xml;1921.0;5006.0;7332.0;48700.0;1341.0;3216.0;19084.0;0.465959510716761;550.0;1534.0;9633.0;272.0;806.0;5146.0;790.0;2787.0;16409.0;;;36966.0;;FALSCH;FALSCH;Robert Musil;Die Schwärmer;None;1921;;;;;;Musil;Robert;None;None;None;FIK;12.0;;;;43.862520458265145;10.99290780141844;20.92198581560284;38.01145662847791
5429;8473.0;8473.0;;False;;;;Robert;Musil;Grigia;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/musil/grigia/grigia.xml;1924.0;401.0;1063.0;9510.0;133.0;396.0;3347.0;0.411450875580693;79.0;348.0;2840.0;19.0;58.0;421.0;46.0;120.0;1053.0;;;36968.0;Jonas;FALSCH;WAHR;Robert Musil;Grigia;None;1924;;;;;;Musil;Robert;None;None;None;FIK;12.0;;;;37.25305738476011;5.456255879586077;32.73753527751646;11.288805268109126
5432;8477.0;8477.0;Janina;True;fik;;;Robert;Musil;Der Mann ohne Eigenschaften;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/musil/mannohne/mannohne.xml;1930.0;29221.0;77533.0;655188.0;13771.0;38463.0;302424.0;0.4834596124439893;6658.0;26544.0;215442.0;3780.0;17245.0;141104.0;6534.0;28617.0;223071.0;;;36972.0;;FALSCH;FALSCH;Robert Musil;Der Mann ohne Eigenschaften;None;1930;;;;;;Musil;Robert;None;None;None;FIK;12.0;;;;49.60855377710136;22.242142055640823;34.23574477964222;36.90944501051165
5433;8478.0;8478.0;;False;;;;Robert;Musil;Die Portugiesin;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/musil/portugis/portugis.xml;1924.0;430.0;1157.0;9061.0;148.0;490.0;3481.0;0.4221120894894591;91.0;429.0;3062.0;22.0;73.0;475.0;44.0;139.0;899.0;;;36973.0;Jonas;FALSCH;WAHR;Robert Musil;Die Portugiesin;None;1924;;;;;;Musil;Robert;None;None;None;FIK;12.0;;;;42.35090751944684;6.309420916162489;37.07865168539326;12.013828867761452
5436;8481.0;8481.0;;False;;;;Robert;Musil;Tonka;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/musil/tonka/tonka.xml;1924.0;927.0;2207.0;17904.0;357.0;919.0;6798.0;0.4340180412306215;186.0;651.0;4907.0;53.0;146.0;1059.0;167.0;464.0;3342.0;;;36976.0;Jonas;FALSCH;WAHR;Robert Musil;Tonka;None;1924;;;;;;Musil;Robert;None;None;None;FIK;12.0;;;;41.6402356139556;6.615314907113729;29.49705482555505;21.024014499320344
5446;8492.0;8492.0;;False;;;;Bruno;Ertler;Venus, die Feindin;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ertler/venusfnd/venusfnd.xml;1921.0;1414.0;2876.0;25256.0;303.0;795.0;6405.0;0.3905028883163159;181.0;607.0;5114.0;36.0;82.0;560.0;125.0;287.0;1968.0;;;37031.0;;FALSCH;FALSCH;Bruno Ertler;Venus, die Feindin;None;1921;;;;;;Ertler;Bruno;None;None;None;FIK;3.0;;;;27.642559109874824;2.851182197496523;21.105702364394997;9.97913769123783
5447;8493.0;8493.0;;False;;;;Bruno;Ertler;Die Königin von Tasmanien;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ertler/tasman/tasman.xml;1921.0;1500.0;3430.0;29931.0;336.0;796.0;6338.0;0.379446318704748;203.0;622.0;5132.0;44.0;97.0;701.0;129.0;262.0;1896.0;;;37032.0;;FALSCH;FALSCH;Bruno Ertler;Die Königin von Tasmanien;None;1921;;;;;;Ertler;Bruno;None;None;None;FIK;3.0;;;;23.206997084548107;2.82798833819242;18.134110787172013;7.638483965014577
5448;8494.0;8494.0;;False;;;;Bruno;Ertler;Venus im Morgen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ertler/venusmrg/venusmrg.xml;1921.0;1125.0;2094.0;16949.0;187.0;507.0;3821.0;0.3766137380837472;120.0;433.0;3360.0;23.0;46.0;308.0;54.0;103.0;681.0;;;37033.0;;FALSCH;FALSCH;Bruno Ertler;Venus im Morgen;None;1921;;;;;;Ertler;Bruno;None;None;None;FIK;3.0;;;;24.212034383954155;2.1967526265520534;20.67812798471824;4.918815663801337
5450;8496.0;8496.0;;False;;;;Fritz;Müller-Partenkirchen;München;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/muelpart/muenchen/muenchen.xml;1925.0;4907.0;6987.0;56632.0;853.0;1566.0;11062.0;0.3863764915670473;408.0;1014.0;7384.0;168.0;328.0;2392.0;444.0;869.0;5943.0;;;37040.0;;FALSCH;FALSCH;Fritz Müller-Partenkirchen;München;None;1925;;;;;;Müller-Partenkirchen;Fritz;None;None;None;FIK;5.0;;;;22.413052812365823;4.694432517532561;14.512666380420782;12.437383712609131
5451;8497.0;8497.0;;False;;;;Fritz;Müller-Partenkirchen;Kaum genügend;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/muelpart/kaumgen/kaumgen-online.xml;1927.0;4114.0;6363.0;52299.0;754.0;1417.0;10310.0;0.3870201166050681;358.0;906.0;6868.0;146.0;287.0;2077.0;391.0;827.0;5780.0;;;37041.0;;FALSCH;FALSCH;Fritz Müller-Partenkirchen;Kaum genügend;None;1927;;;;;;Müller-Partenkirchen;Fritz;None;None;None;FIK;5.0;;;;22.26936979412227;4.51045104510451;14.238566713814238;12.997013987112997
5452;8498.0;8498.0;;False;;;;Fritz;Müller-Partenkirchen;Kramer & Friemann;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/muelpart/kramerfr/kramerfr.xml;1920.0;8605.0;12692.0;98368.0;1673.0;3131.0;21358.0;0.3972283967338098;768.0;1803.0;12711.0;322.0;747.0;5022.0;939.0;2089.0;14040.0;;;37043.0;;FALSCH;FALSCH;Fritz Müller-Partenkirchen;Kramer & Friemann;None;1920;;;;;;Müller-Partenkirchen;Fritz;male;None;None;FIK;5.0;;;Deutschland;24.66908288685786;5.885597226599433;14.20579892845887;16.459186889379136
5487;8572.0;8572.0;Janina;True;unklar;x;;Victor;Auburtin;Einer bläst die Hirtenflöte;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/auburtin/hirtenfl/hirtenfl.xml;1928.0;2074.0;4209.0;36071.0;759.0;1774.0;13739.0;0.4349493825609553;400.0;1346.0;10678.0;200.0;606.0;4836.0;276.0;771.0;5548.0;;;37136.0;Jonas;FALSCH;WAHR;Victor Auburtin;Einer bläst die Hirtenflöte;None;1928;;;;;;Auburtin;Victor;None;None;None;FIK;25.0;;;;42.14777856973153;14.397719173200285;31.979092421002616;18.317890235210264
5551;8643.0;8643.0;;False;;;;Otto;Stoessl;Die Schmiere;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/stoessl/schmiere/schmiere.xml;1927.0;936.0;2203.0;19734.0;275.0;796.0;6983.0;0.4204734092425773;136.0;552.0;4930.0;30.0;117.0;874.0;131.0;421.0;3432.0;;;39054.0;;FALSCH;FALSCH;Otto Stoessl;Die Schmiere;None;1927;;;;;;Stoessl;Otto;None;None;None;FIK;7.0;;;;36.13254652746255;5.3109396277803;25.056740807989108;19.11030413073082
5552;8644.0;8644.0;Janina;True;fik;;;Otto;Stoessl;Menschendämmerung;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/stoessl/menschdm/menschdm.xml;1929.0;4551.0;10584.0;90959.0;1548.0;4340.0;34837.0;0.4361631347856455;786.0;3218.0;26073.0;305.0;1083.0;8277.0;687.0;2257.0;17464.0;;;39055.0;;FALSCH;FALSCH;Otto Stoessl;Menschendämmerung;None;1929;;;;;;Stoessl;Otto;None;None;None;FIK;7.0;;;;41.00529100529101;10.232426303854874;30.40438397581255;21.32464096749811
5555;8647.0;8647.0;;False;;;;Henny;Koch;Klein-Großchen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/koch/kleingro/kleingro.xml;1919.0;7774.0;13209.0;101997.0;1510.0;2799.0;18113.0;0.3847949127504097;699.0;1502.0;10226.0;172.0;348.0;2181.0;872.0;1817.0;11232.0;;;39058.0;;FALSCH;FALSCH;Henny Koch;Klein-Großchen;None;1919;;;;;;Koch;Henny;female;None;None;FIK;2.0;;;Deutschland;21.190097660685897;2.634567340449693;11.371034900446665;13.755772579301992
5560;8654.0;8654.0;;False;;;;Franz;Blei;Der Persische Dekameron;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/bleifran/persdeca/persdeca.xml;1927.0;1693.0;3732.0;29281.0;264.0;576.0;4036.0;0.3678801526358121;134.0;357.0;2635.0;37.0;118.0;963.0;129.0;322.0;2229.0;;;39225.0;Jonas;FALSCH;WAHR;Franz Blei;Der Persische Dekameron;None;1927;;;;;;Blei;Franz;None;None;None;FIK;12.0;;;;15.434083601286176;3.161843515541265;9.565916398713826;8.628081457663452
5561;8656.0;8656.0;;False;;;;Franz;Blei;Frauen und Männer der Renaissance;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/bleifran/renaissa/renaissa.xml;1927.0;5022.0;14234.0;114063.0;1475.0;3646.0;27823.0;0.3956716393884423;699.0;1972.0;15742.0;215.0;588.0;4740.0;701.0;2230.0;16315.0;;;39227.0;;FALSCH;FALSCH;Franz Blei;Frauen und Männer der Renaissance;None;1927;;;;;;Blei;Franz;None;None;None;FIK;12.0;;;;25.614725305606296;4.130954053674301;13.854152030349868;15.666713502880429
5562;8657.0;8657.0;;False;;;;Franz;Blei;Die Frivolitäten des Herrn von D.;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/bleifran/frivol-d/frivol-d.xml;1925.0;1778.0;3922.0;32038.0;552.0;1303.0;9765.0;0.421283515315356;263.0;796.0;6148.0;94.0;285.0;2100.0;295.0;860.0;6213.0;;;39228.0;Jonas;FALSCH;WAHR;Franz Blei;Die Frivolitäten des Herrn von D.;None;1925;;;;;;Blei;Franz;None;None;None;FIK;12.0;;;;33.222845486996434;7.266700662927078;20.295767465578788;21.927587965323813
5566;8663.0;8663.0;Janina;True;fik;;;Franz;Blei;Der Knabe Ganymed;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/bleifran/ganymed/ganymed.xml;1923.0;844.0;2296.0;20053.0;330.0;1002.0;7945.0;0.4481172670942606;161.0;708.0;5555.0;70.0;319.0;2469.0;143.0;573.0;4396.0;;;39235.0;Jonas;FALSCH;WAHR;Franz Blei;Der Knabe Ganymed;None;1923;;;;;;Blei;Franz;None;None;None;FIK;12.0;;;;43.6411149825784;13.893728222996517;30.836236933797917;24.95644599303136
5682;8789.0;8789.0;;False;;;;Theodor;Däubler;Die Göttin mit der Fackel;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/daeubler/fackel/fackel.xml;1931.0;4749.0;8289.0;62138.0;862.0;1828.0;11565.0;0.3871885783980199;375.0;905.0;6136.0;102.0;236.0;1553.0;471.0;1209.0;7324.0;;;39546.0;;FALSCH;FALSCH;Theodor Däubler;Die Göttin mit der Fackel;None;1931;;;;;;Däubler;Theodor;None;None;None;FIK;5.0;;;;22.05332368198817;2.847146821088189;10.918084207986489;14.585595367354326
5683;8790.0;8790.0;;False;;;;Theodor;Däubler;Der Marmorbruch;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/daeubler/erzaehlg/marbruch.xml;1930.0;1121.0;1798.0;13501.0;123.0;236.0;1513.0;0.3610036082557892;54.0;128.0;916.0;14.0;26.0;178.0;73.0;137.0;775.0;;;39547.0;Jonas;FALSCH;WAHR;Theodor Däubler;Der Marmorbruch;None;1930;;;;;;Däubler;Theodor;None;None;None;FIK;5.0;;;;13.125695216907676;1.4460511679644048;7.119021134593993;7.619577308120133
5685;8792.0;8792.0;;False;;;;Theodor;Däubler;L'Africana;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/daeubler/africana/africana.xml;1928.0;2972.0;5590.0;43749.0;465.0;842.0;6250.0;0.3640978706681849;227.0;467.0;3730.0;61.0;122.0;947.0;236.0;430.0;2919.0;;;39549.0;;FALSCH;FALSCH;Theodor Däubler;L'Africana;None;1928;;;;;;Däubler;Theodor;None;None;None;FIK;5.0;;;;15.062611806797854;2.1824686940966007;8.354203935599285;7.6923076923076925
5690;8797.0;8797.0;;False;;;;Hermann;Ungar;Colberts Reise;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ungar/erzaehlg/colbert.xml;1930.0;459.0;830.0;6206.0;129.0;254.0;1662.0;0.4078954097413857;67.0;165.0;1210.0;19.0;41.0;297.0;65.0;142.0;849.0;;;39566.0;;FALSCH;FALSCH;Hermann Ungar;Colberts Reise;None;1930;;;;;;Ungar;Hermann;None;None;None;FIK;4.0;;;;30.602409638554217;4.9397590361445785;19.879518072289155;17.10843373493976
5691;8798.0;8798.0;;False;;;;Hermann;Ungar;Die Klasse;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ungar/klasse/klasse.xml;1927.0;5207.0;10061.0;69647.0;1109.0;2669.0;16279.0;0.3963707618732915;575.0;1728.0;10915.0;160.0;426.0;2494.0;516.0;1459.0;8479.0;;;39567.0;;FALSCH;FALSCH;Hermann Ungar;Die Klasse;None;1927;;;;;;Ungar;Hermann;None;None;None;FIK;4.0;;;;26.528178113507607;4.234171553523507;17.175231090348873;14.501540602325813
5692;8799.0;8799.0;;False;;;;Hermann;Ungar;Die Verstümmelten;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ungar/verstuem/verstuem.xml;1923.0;5176.0;8656.0;58056.0;855.0;2005.0;11894.0;0.3856666686970541;442.0;1278.0;7909.0;92.0;204.0;1244.0;433.0;1050.0;5897.0;;;39568.0;;FALSCH;FALSCH;Hermann Ungar;Die Verstümmelten;None;1923;;;;;;Ungar;Hermann;None;None;None;FIK;4.0;;;;23.163123844731977;2.3567467652495377;14.764325323475047;12.130314232902032
5693;8800.0;8800.0;;False;;;;Hermann;Ungar;Knaben und Mörder;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ungar/knabenmr/knabenmr.xml;1920.0;2014.0;4387.0;34360.0;420.0;1150.0;8448.0;0.395697271082036;206.0;625.0;4818.0;30.0;111.0;772.0;210.0;682.0;4825.0;;;39569.0;;FALSCH;FALSCH;Hermann Ungar;Knaben und Mörder;None;1920;;;;;;Ungar;Hermann;None;None;None;FIK;4.0;;;;26.21381354000456;2.530202872122179;14.246637793480735;15.545931160246182
5698;8826.0;8826.0;;False;;;;Paul;Ernst;Prinzessin des Ostens;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ernstp/prinzess/prinzess.xml;1918.0;3121.0;9057.0;79957.0;976.0;2719.0;23069.0;0.4023720003376955;574.0;2100.0;18165.0;180.0;689.0;5915.0;362.0;1170.0;9567.0;;;39624.0;;FALSCH;FALSCH;Paul Ernst;Prinzessin des Ostens;None;1918;;;;;;Ernst;Paul;male;None;None;FIK;76.0;;;Deutschland;30.02097824886828;7.607375510654742;23.186485591255384;12.918184829413711
5703;8832.0;8832.0;;False;;;;Paul;Ernst;Grün aus Trümmern;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ernstp/gruentru/gruentru.xml;1923.0;4097.0;7648.0;54825.0;1102.0;2347.0;15172.0;0.4130540258075372;586.0;1519.0;10149.0;234.0;586.0;3897.0;528.0;1465.0;9142.0;;;39631.0;;FALSCH;FALSCH;Paul Ernst;Grün aus Trümmern;None;1923;;;;;;Ernst;Paul;None;None;None;FIK;76.0;;;;30.68776150627615;7.662133891213389;19.861401673640167;19.155334728033477
5704;8833.0;8833.0;;False;;;;Paul;Ernst;Komödianten- und Spitzbubengeschichten;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ernstp/komspitz/komspitz.xml;1920.0;3456.0;8551.0;67208.0;1236.0;3217.0;23209.0;0.4246632796578213;632.0;2425.0;17787.0;236.0;677.0;4895.0;562.0;1589.0;11038.0;;;39632.0;Jonas;FALSCH;WAHR;Paul Ernst;Komödianten- und Spitzbubengeschichten;None;1920;;;;;;Ernst;Paul;None;None;None;FIK;76.0;;;;37.62133083849842;7.917202666354813;28.359256227341834;18.58262191556543
5707;8836.0;8836.0;;False;;;;Paul;Ernst;Geschichten von deutscher Art;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ernstp/dart/dart.xml;1928.0;5571.0;13162.0;105060.0;1445.0;3525.0;25925.0;0.396894333338136;799.0;2511.0;19069.0;262.0;836.0;6396.0;619.0;1770.0;12432.0;;;39635.0;;FALSCH;FALSCH;Paul Ernst;Geschichten von deutscher Art;None;1928;;;;;;Ernst;Paul;None;None;None;FIK;76.0;;;;26.781644127032365;6.351618295091932;19.077647773894547;13.44780428506306
5708;8837.0;8837.0;;False;;;;Paul;Ernst;Der Nobelpreis;Eine Novellensammlung;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ernstp/nobelpre/nobelpre.xml;1919.0;3869.0;10392.0;85243.0;1179.0;2854.0;22218.0;0.3985378904479491;629.0;1977.0;15655.0;200.0;647.0;5407.0;526.0;1453.0;11147.0;;;39636.0;;FALSCH;FALSCH;Paul Ernst;Der Nobelpreis;Eine Novellensammlung;1919;;;;;;Ernst;Paul;male;None;None;FIK;76.0;;;Deutschland;27.46343341031563;6.225943033102387;19.0242494226328;13.981909160892997
5743;8874.0;8874.0;;False;;;;Oswald;Levett;Verirrt in den Zeiten;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/levett/verirrt/verirrt.xml;1933.0;3524.0;6627.0;54795.0;859.0;2029.0;14707.0;0.4109803829566191;390.0;1139.0;8611.0;163.0;456.0;3336.0;422.0;1263.0;8729.0;;;39735.0;;FALSCH;FALSCH;Oswald Levett;Verirrt in den Zeiten;None;1933;;;;;;Levett;Oswald;None;None;None;FIK;2.0;;;;30.617172174437908;6.880941602535083;17.187264222121623;19.05839746491625
5756;8888.0;8888.0;;False;;;;Ludwig;Ganghofer;Bergheimat;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ganghofe/bergheim/bergheim.xml;1933.0;4189.0;7600.0;63427.0;730.0;1702.0;13867.0;0.3825983962832656;343.0;1222.0;10749.0;110.0;317.0;2555.0;353.0;755.0;5400.0;;;39761.0;;FALSCH;FALSCH;Ludwig Ganghofer;Bergheimat;None;1933;;;;;;Ganghofer;Ludwig;None;None;None;FIK;24.0;;;;22.394736842105264;4.171052631578948;16.078947368421055;9.93421052631579
5778;8914.0;8914.0;;False;;;;Ludwig;Ganghofer;Dschapei;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ganghofe/dschapei/dschapei.xml;1920.0;2584.0;4147.0;32456.0;403.0;787.0;5679.0;0.3745807617531492;195.0;522.0;4073.0;45.0;103.0;750.0;205.0;388.0;2480.0;;;39789.0;Jonas;FALSCH;WAHR;Ludwig Ganghofer;Dschapei;None;1920;;;;;;Ganghofer;Ludwig;None;None;None;FIK;24.0;;;;18.977574149987944;2.483723173378346;12.587412587412588;9.35616108029901
5787;8924.0;8924.0;;False;;;;Arthur;Kahane;Willkommen und Abschied;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/kahane/willkomm/willkomm.xml;1919.0;4150.0;8857.0;73246.0;1080.0;3007.0;23193.0;0.4196203960302962;542.0;1804.0;15023.0;119.0;385.0;2924.0;542.0;1908.0;13469.0;;;39799.0;;FALSCH;FALSCH;Arthur Kahane;Willkommen und Abschied;None;1919;;;;;;Kahane;Arthur;male;None;None;FIK;6.0;;;Deutschland/Österreich;33.950547589477246;4.346844303940387;20.36807045274924;21.542282940047414
5788;8925.0;8925.0;;False;;;;Arthur;Kahane;Clemens und seine Mädchen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/kahane/clemens/clemens.xml;1918.0;2629.0;4857.0;36462.0;553.0;1633.0;11389.0;0.4176796196637121;256.0;883.0;7008.0;64.0;169.0;1234.0;297.0;1037.0;6271.0;;;39800.0;;FALSCH;FALSCH;Arthur Kahane;Clemens und seine Mädchen;None;1918;;;;;;Kahane;Arthur;male;None;None;FIK;6.0;;;Deutschland/Österreich;33.62157710520898;3.479514103355981;18.179946469013792;21.35062795964587
5790;8927.0;8927.0;Janina;True;fik;;;Arthur;Kahane;Der Schauspieler;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/kahane/schauspi/schauspi.xml;1924.0;2677.0;7578.0;69877.0;1080.0;3476.0;30707.0;0.4612550535776387;499.0;2205.0;19902.0;176.0;818.0;7117.0;535.0;2439.0;21131.0;;;39802.0;;FALSCH;FALSCH;Arthur Kahane;Der Schauspieler;None;1924;;;;;;Kahane;Arthur;None;None;None;FIK;6.0;;;;45.86962259171285;10.794404856162576;29.09738717339668;32.18527315914489
5794;8931.0;8931.0;;False;;;;Hugo;Ball;Flametti;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ball/flametti/flametti.xml;1918.0;4935.0;7898.0;60124.0;837.0;1834.0;11673.0;0.3857661939755462;416.0;1213.0;8130.0;91.0;222.0;1372.0;413.0;937.0;5408.0;;;39806.0;;FALSCH;FALSCH;Hugo Ball;Flametti;None;1918;;;;;;Ball;Hugo;None;None;None;FUF;24.0;;;;23.221068624968343;2.810838186882755;15.35831856166118;11.863762977969106
5804;8944.0;8944.0;;False;;;;Robert;Müller;Das Inselmädchen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/muellerr/novellen/inselmae.xml;1919.0;822.0;1711.0;15052.0;218.0;535.0;4663.0;0.4028203858793452;117.0;417.0;3745.0;43.0;132.0;1176.0;81.0;199.0;1648.0;;;39820.0;;FALSCH;FALSCH;Robert Müller;Das Inselmädchen;None;1919;;;;;;Müller;Robert;male;None;None;FIK;4.0;;;Österreich;31.268264172998244;7.71478667445938;24.371712448860315;11.63062536528346
