;Unnamed: 0;index_of_processed_files;annotator_2nd_anno;check_fiction_status;Fiktionalitätsstatus_2nd_anno;Fiktionalitätsstatus_unsicher_2nd_anno;Kommentar_2nd_anno;author_forename;author_surname;title_main;title_sub;filepath;year;text_length_sents;text_length_clauses;text_length_tokens;reflective_passages_global;reflective_clauses;reflective_tokens;reflection_score_mean;gi_passages_global;gi_clauses;gi_tokens;nfr_passages_global;nfr_clauses;nfr_tokens;comment_passages_global;comment_clauses;comment_tokens;exception;setting;kolimo_index;annotator;to_annotate_first;to_annotate;author_name;title_main_anno;title_sub_anno;first_publication;Übersetzung_ins_Deutsche;Nicht-deutschsprachig;Nicht-Fiktional;Nicht-erzählend;Kommentar;author_surname_anno;author_forename_anno;author_gender;not_before;not_after;classification;number_of_works;canonisation_score;rank_canon;author_nationality_d_prose;refl_clauses_perc;nfr_clauses_perc;gi_clauses_perc;comment_clauses_perc
5117;8045.0;8045.0;;False;;;;Hermann;Löns;Sämtliche Werke;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/loens/band07/band07.xml;1924.0;10225.0;23566.0;188340.0;2703.0;6653.0;48317.0;0.3970506229609776;1458.0;4552.0;34853.0;319.0;805.0;5429.0;1234.0;3159.0;20554.0;;;35981.0;Annika;FALSCH;WAHR;Hermann Löns;Sämtliche Werke;None;1924;;;;;;Löns;Hermann;None;None;None;FIK;16.0;;;;28.231350250360688;3.4159382160740046;19.31596367648307;13.404905372146311
5138;8077.0;8077.0;Janina;True;fik;;;Klabund;None;Gleichnisse;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/klabund/erzaehlg/gleichni.xml;1928.0;389.0;701.0;4782.0;127.0;287.0;1678.0;0.450063179727293;55.0;227.0;1319.0;37.0;137.0;791.0;54.0;178.0;1050.0;;;36032.0;Annika;FALSCH;WAHR;Klabund;Gleichnisse;None;1928;;;;;;None;Klabund;None;None;None;FIK;101.0;;;;40.94151212553495;19.543509272467904;32.382310984308134;25.392296718972894
5141;8081.0;8081.0;;False;;;;Klabund;None;Rasputin;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/klabund/rasputin/rasputin.xml;1929.0;1121.0;1709.0;14291.0;181.0;450.0;3301.0;0.3849308592743077;103.0;352.0;2704.0;30.0;50.0;344.0;66.0;134.0;838.0;;;36040.0;;FALSCH;FALSCH;Klabund;Rasputin;None;1929;;;;;;None;Klabund;None;None;None;FIK;101.0;;;;26.331187829139846;2.925687536571094;20.596840257460503;7.840842598010532
5142;8082.0;8082.0;;False;;;;Klabund;None;Franziskus;Ein kleiner Roman;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/klabund/franzisk/franzisk.xml;1921.0;1313.0;2112.0;17148.0;277.0;704.0;5037.0;0.4118262547880407;153.0;537.0;3981.0;46.0;136.0;852.0;110.0;332.0;2094.0;;;36041.0;;FALSCH;FALSCH;Klabund;Franziskus;Ein kleiner Roman;1921;;;;;;None;Klabund;None;None;None;FIK;101.0;;;;33.33333333333333;6.4393939393939394;25.426136363636363;15.719696969696969
5143;8083.0;8083.0;;False;;;;Klabund;None;Der Kavalier auf den Knien und andere Liebesgeschichten...;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/klabund/liebesgs/liebesgs.xml;1925.0;2119.0;7552.0;64309.0;610.0;1402.0;11064.0;0.3760917491136912;292.0;762.0;6171.0;68.0;195.0;1566.0;329.0;835.0;6403.0;;;36042.0;Annika;FALSCH;WAHR;Klabund;Der Kavalier auf den Knien und andere Liebesgeschichten...;None;1925;;;;;;None;Klabund;None;None;None;FIK;101.0;;;;18.5646186440678;2.5820974576271185;10.090042372881356;11.05667372881356
5144;8084.0;8084.0;;False;;;;Klabund;None;Pjotr;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/klabund/pjotr/pjotr.xml;1923.0;2271.0;3458.0;26534.0;419.0;951.0;6115.0;0.3966853652185173;218.0;654.0;4446.0;78.0;218.0;1507.0;172.0;458.0;2697.0;;;36043.0;;FALSCH;FALSCH;Klabund;Pjotr;None;1923;;;;;;None;Klabund;None;None;None;FIK;101.0;;;;27.50144592249855;6.3042220936957785;18.912666281087333;13.24465008675535
5145;8085.0;8085.0;;False;;;;Klabund;None;Spuk;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/klabund/spuk/spuk.xml;1922.0;3164.0;5038.0;38857.0;506.0;1148.0;7943.0;0.3918626976490309;246.0;734.0;5390.0;93.0;376.0;2721.0;243.0;720.0;4795.0;;;36044.0;;FALSCH;FALSCH;Klabund;Spuk;None;1922;;;;;;None;Klabund;None;None;None;FIK;101.0;;;;22.78682016673283;7.463279078999603;14.569273521238587;14.291385470424771
5146;8086.0;8086.0;;False;;;;Klabund;None;Borgia;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/klabund/borgia1/borg.xml;1928.0;3033.0;5126.0;41243.0;618.0;1473.0;10680.0;0.4027078648560239;297.0;905.0;6867.0;128.0;334.0;2230.0;296.0;813.0;5380.0;;;36045.0;;FALSCH;FALSCH;Klabund;Borgia;None;1928;;;;;;None;Klabund;None;None;None;FIK;101.0;;;;28.735856418259853;6.515801794771751;17.655091689426452;15.860319937573156
5148;8088.0;8088.0;;False;;;;Klabund;None;Roman eines jungen Mannes;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/klabund/jungmann/jungmann.xml;1924.0;3375.0;5242.0;39844.0;479.0;968.0;6491.0;0.3786521983281647;236.0;627.0;4482.0;93.0;240.0;1686.0;235.0;607.0;3748.0;;;36048.0;;FALSCH;FALSCH;Klabund;Roman eines jungen Mannes;None;1924;;;;;;None;Klabund;None;None;None;FIK;101.0;;;;18.466234261732165;4.578405188859215;11.961083555894698;11.57954979015643
5149;8089.0;8089.0;;False;;;;Klabund;None;Borgia;Roman einer Familie;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/klabund/borgia/borgia.xml;1928.0;2946.0;5064.0;41228.0;613.0;1478.0;10914.0;0.4040312956762873;295.0;902.0;6947.0;134.0;335.0;2300.0;290.0;818.0;5525.0;;;36049.0;Annika;FALSCH;WAHR;Klabund;Borgia;Roman einer Familie;1928;;;;;;None;Klabund;None;None;None;FIK;101.0;;;;29.186413902053715;6.615323854660347;17.812006319115323;16.153238546603475
5152;8092.0;8092.0;;False;;;;Klabund;None;Störtebecker;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/klabund/stoerteb/stoerteb.xml;1926.0;888.0;1333.0;9563.0;166.0;359.0;2242.0;0.400456739357891;75.0;201.0;1329.0;32.0;66.0;440.0;82.0;224.0;1344.0;;;36052.0;;FALSCH;FALSCH;Klabund;Störtebecker;None;1926;;;;;;None;Klabund;None;None;None;FIK;101.0;;;;26.93173293323331;4.951237809452363;15.078769692423103;16.804201050262566
5153;8093.0;8093.0;;False;;;;Klabund;None;Der Kreidekreis;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/klabund/kreidekr/kreidekr.xml;1925.0;1861.0;3205.0;24416.0;414.0;882.0;6099.0;0.4032062866928336;187.0;486.0;3467.0;65.0;167.0;1160.0;229.0;569.0;3866.0;;;36054.0;;FALSCH;FALSCH;Klabund;Der Kreidekreis;None;1925;;;;;;None;Klabund;None;None;None;FIK;101.0;;;;27.5195007800312;5.210608424336974;15.163806552262091;17.753510140405616
5156;8096.0;8096.0;;False;;;;Johannes;Schlaf;Miele;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/schlaf/miele/miele.xml;1920.0;1971.0;3241.0;27563.0;229.0;487.0;3729.0;0.3608919331555141;123.0;318.0;2634.0;13.0;18.0;132.0;107.0;189.0;1247.0;;;36057.0;;FALSCH;FALSCH;Johannes Schlaf;Miele;None;1920;;;;;;Schlaf;Johannes;male;None;None;FIK;7.0;;;Deutschland;15.026226473310706;0.5553841406973156;9.811786485652576;5.831533477321814
5158;8098.0;8098.0;;False;;;;Johannes;Schlaf;Ein freies Weib;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/schlaf/freiweib/freiweib.xml;1922.0;4587.0;9133.0;79842.0;974.0;2236.0;17578.0;0.3935462339598589;411.0;987.0;8558.0;81.0;187.0;1560.0;566.0;1507.0;11084.0;;;36059.0;Annika;FALSCH;WAHR;Johannes Schlaf;Ein freies Weib;None;1922;;;;;;Schlaf;Johannes;None;None;None;FIK;7.0;;;;24.482645352020143;2.0475199824811123;10.80696375780138;16.500602211759553
5163;8103.0;8103.0;;False;;;;Walther;Rheiner;Kokain;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/rheiner/kokain/kokain.xml;1918.0;572.0;1029.0;7873.0;55.0;137.0;1137.0;0.3545904607541994;36.0;100.0;825.0;1.0;3.0;15.0;19.0;37.0;312.0;;;36064.0;;FALSCH;FALSCH;Walther Rheiner;Kokain;None;1918;;;;;;Rheiner;Walther;male;None;None;FIK;1.0;;;Deutschland;13.313896987366377;0.2915451895043732;9.718172983479109;3.5957240038872693
5165;8105.0;8105.0;;False;;;;Walter;Rheiner;Miramée;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/rheiner/skizzen/miramee.xml;1918.0;62.0;121.0;1055.0;10.0;19.0;213.0;0.3632308942805523;6.0;14.0;179.0;0.0;0.0;0.0;4.0;8.0;51.0;;;36066.0;Annika;FALSCH;WAHR;Walter Rheiner;Miramée;None;1918;;;;;;Rheiner;Walter;None;None;None;FIK;2.0;;;;15.702479338842975;0.0;11.570247933884298;6.6115702479338845
5173;8115.0;8115.0;;False;;;;Rahel;Sanzara;Das verlorene Kind;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/sanzara/verloren/verloren.xml;1926.0;6237.0;14720.0;130579.0;906.0;2849.0;23787.0;0.365281305239198;688.0;2509.0;21259.0;43.0;118.0;857.0;239.0;502.0;3815.0;;;36076.0;;FALSCH;FALSCH;Rahel Sanzara;Das verlorene Kind;None;1926;;;;;;Sanzara;Rahel;None;None;None;FIK;2.0;;;;19.35461956521739;0.8016304347826088;17.04483695652174;3.410326086956521
5184;8126.0;8126.0;;False;;;;Hans;Ostwald;Vergnügte Tiere;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ostwaldh/tiere/tiere.xml;1928.0;6142.0;10150.0;80628.0;1251.0;2661.0;18559.0;0.3932331054522076;610.0;1978.0;14199.0;265.0;758.0;5775.0;556.0;1130.0;7779.0;;;36102.0;;FALSCH;FALSCH;Hans Ostwald;Vergnügte Tiere;None;1928;;;;;;Ostwald;Hans;None;None;None;FUF;3.0;;;;26.216748768472907;7.467980295566503;19.48768472906404;11.133004926108374
5185;8127.0;8127.0;;False;;;;Hans;Ostwald;Der lachende Koffer;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ostwaldh/koffer/koffer.xml;1928.0;6708.0;11468.0;92910.0;1283.0;2800.0;20261.0;0.395127695311388;571.0;1841.0;13890.0;214.0;836.0;6517.0;666.0;1675.0;11820.0;;;36103.0;Annika;FALSCH;WAHR;Hans Ostwald;Der lachende Koffer;None;1928;;;;;;Ostwald;Hans;None;None;None;FUF;3.0;;;;24.415765608650155;7.289850017439832;16.05336588768748;14.605859783746077
5186;8129.0;8129.0;;False;;;;Egmont;Colerus;Zwei Welten - 1;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/colerus/2welten1/2welten1.xml;1926.0;8525.0;12547.0;88369.0;1273.0;2470.0;14695.0;0.3823725863772394;520.0;1193.0;7787.0;168.0;410.0;2721.0;751.0;1718.0;9719.0;;;36105.0;;FALSCH;FALSCH;Egmont Colerus;Zwei Welten - 1;None;1926;;;;;;Colerus;Egmont;None;None;None;FIK;4.0;;;;19.68598071252092;3.26771339762493;9.508248983820836;13.692516139316172
5187;8130.0;8130.0;;False;;;;Egmont;Colerus;Zwei Welten - 2;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/colerus/2welten2/2welten2.xml;1926.0;11230.0;17275.0;124818.0;1766.0;3549.0;21919.0;0.3850222518218565;609.0;1366.0;8994.0;223.0;487.0;3323.0;1115.0;2615.0;15816.0;;;36106.0;;FALSCH;FALSCH;Egmont Colerus;Zwei Welten - 2;None;1926;;;;;;Colerus;Egmont;None;None;None;FIK;4.0;;;;20.54413892908828;2.8191027496382053;7.907380607814761;15.137481910274964
5188;8131.0;8131.0;;False;;;;Egmont;Colerus;Pythagoras;Die Geburt des Abendlandes;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/colerus/pythagor/pythagor.xml;1924.0;7399.0;15087.0;133269.0;1797.0;4432.0;36599.0;0.4035804311665345;893.0;2823.0;24669.0;418.0;1366.0;11944.0;729.0;2286.0;17269.0;;;36107.0;;FALSCH;FALSCH;Egmont Colerus;Pythagoras;Die Geburt des Abendlandes;1924;;;;;;Colerus;Egmont;None;None;None;FIK;4.0;;;;29.3762842182011;9.054152581692849;18.711473453966992;15.152117717240008
5196;8139.0;8139.0;Janina;True;fik;;;Oskar;Meding;Zwei Kaiserkronen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/meding/2kaiserk/2kaiserk.xml;1920.0;7476.0;25047.0;240738.0;3607.0;8515.0;75853.0;0.4294744933371268;1227.0;3314.0;32391.0;814.0;2531.0;24585.0;2118.0;6707.0;57723.0;;;36121.0;;FALSCH;FALSCH;Oskar Meding;Zwei Kaiserkronen;None;1920;;;;;;Meding;Oskar;male;None;None;FIK;7.0;;;Deutschland;33.996087355771145;10.105002595121173;13.231125484089912;26.77765800295445
5202;8145.0;8145.0;Janina;True;fik;;;Emil;Ertl;Im Haus zum Seidenbaum;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ertl/seidenba/seidenba.xml;1926.0;5606.0;13530.0;119126.0;2021.0;5059.0;39922.0;0.4384663079714169;882.0;2960.0;24099.0;441.0;1665.0;13558.0;1008.0;3593.0;27738.0;;;36169.0;Annika;FALSCH;WAHR;Emil Ertl;Im Haus zum Seidenbaum;None;1926;;;;;;Ertl;Emil;None;None;None;FIK;5.0;;;;37.3909830007391;12.3059866962306;21.87730968218773;26.55580192165558
5204;8147.0;8147.0;;False;;;;Emil;Ertl;Meisternovellen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/ertl/novellen/novellen.xml;1930.0;3668.0;8007.0;65549.0;953.0;2314.0;17279.0;0.4065782753804824;444.0;1538.0;11882.0;181.0;576.0;4359.0;482.0;1374.0;10030.0;;;36171.0;Annika;FALSCH;WAHR;Emil Ertl;Meisternovellen;None;1930;;;;;;Ertl;Emil;None;None;None;FIK;5.0;;;;28.899712751342577;7.19370550768078;19.20819283127264;17.159985013113527
5295;8282.0;8282.0;;False;;;;Joseph;Roth;Zipper und sein Vater;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/roth/zipper/zipper.xml;1928.0;2926.0;6214.0;47840.0;967.0;2848.0;19593.0;0.4379885257487964;567.0;2193.0;15346.0;126.0;389.0;2766.0;375.0;1179.0;8015.0;;;36344.0;Jonas;FALSCH;WAHR;Joseph Roth;Zipper und sein Vater;None;1928;;;;;;Roth;Joseph;None;None;None;FUF;19.0;;;;45.83199227550692;6.260057933698102;35.29127775989701;18.973286128097843
5297;8284.0;8284.0;Janina;True;unklar;x;;Joseph;Roth;Die Flucht ohne Ende;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/roth/fluchten/fluchten.xml;1927.0;2476.0;5222.0;43866.0;892.0;2404.0;19069.0;0.4480463061268604;474.0;1802.0;14859.0;185.0;601.0;4914.0;363.0;1196.0;9046.0;;;36346.0;Jonas;FALSCH;WAHR;Joseph Roth;Die Flucht ohne Ende;None;1927;;;;;;Roth;Joseph;None;None;None;FUF;19.0;;;;46.03600153198008;11.50900038299502;34.50785139793183;22.903102259670625
5298;8285.0;8285.0;;False;;;;Joseph;Roth;Der stumme Prophet;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/roth/stummpro/stummpro.xml;1929.0;4232.0;8285.0;66477.0;1242.0;3525.0;26456.0;0.4360481322575258;650.0;2675.0;20666.0;270.0;770.0;5981.0;509.0;1660.0;11919.0;;;36347.0;Jonas;FALSCH;WAHR;Joseph Roth;Der stumme Prophet;None;1929;;;;;;Roth;Joseph;None;None;None;FUF;19.0;;;;42.54677127338564;9.293904646952324;32.28726614363307;20.03621001810501
5300;8287.0;8287.0;;False;;;;Joseph;Roth;Die Rebellion;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/roth/rebellio/rebellio.xml;1924.0;2514.0;4754.0;37930.0;647.0;1648.0;12063.0;0.4132780541623799;353.0;1210.0;9034.0;94.0;246.0;1822.0;267.0;758.0;5432.0;;;36349.0;Jonas;FALSCH;WAHR;Joseph Roth;Die Rebellion;None;1924;;;;;;Roth;Joseph;None;None;None;FUF;19.0;;;;34.665544804375266;5.1745898190997055;25.45225073622213;15.944467816575516
5302;8289.0;8289.0;;False;;;;Joseph;Roth;Rechts und Links;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/roth/rechtsli/rechtsli.xml;1929.0;4415.0;8861.0;71137.0;1298.0;3378.0;25195.0;0.4199464031677968;715.0;2570.0;19521.0;190.0;456.0;3294.0;555.0;1449.0;10403.0;;;36351.0;;FALSCH;FALSCH;Joseph Roth;Rechts und Links;None;1929;;;;;;Roth;Joseph;None;None;None;FUF;19.0;;;;38.12210811420833;5.146146033179099;29.003498476469925;16.352556144904636
5305;8292.0;8292.0;;False;;;;Joseph;Roth;Das Spinnennetz;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/roth/spinnen/spinnen.xml;1923.0;2800.0;4500.0;33663.0;599.0;1847.0;12146.0;0.4124987714643467;375.0;1593.0;10592.0;56.0;116.0;640.0;205.0;417.0;2539.0;;;36354.0;Jonas;FALSCH;WAHR;Joseph Roth;Das Spinnennetz;None;1923;;;;;;Roth;Joseph;None;None;None;FUF;19.0;;;;41.04444444444445;2.577777777777778;35.4;9.266666666666666
5307;8294.0;8294.0;;False;;;;Joseph;Roth;Radetzkymarsch;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/roth/radetzky/radetzky.xml;1932.0;9346.0;17283.0;143365.0;1861.0;4817.0;38762.0;0.3900854994234211;1041.0;3664.0;30639.0;197.0;480.0;3560.0;758.0;1642.0;11708.0;;;36356.0;Jonas;FALSCH;WAHR;Joseph Roth;Radetzkymarsch;None;1932;;;;;;Roth;Joseph;None;None;None;FUF;19.0;;;;27.871318636810734;2.777295608401319;21.20002314413007;9.500665393739514
5308;8295.0;8295.0;;False;;;;Joseph;Roth;Hotel Savoy;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/roth/savoy/savoy.xml;1924.0;2498.0;4888.0;37901.0;658.0;1658.0;11624.0;0.4038930200986174;390.0;1357.0;9821.0;94.0;206.0;1424.0;259.0;532.0;3366.0;;;36357.0;;FALSCH;FALSCH;Joseph Roth;Hotel Savoy;None;1924;;;;;;Roth;Joseph;None;None;None;FUF;19.0;;;;33.91980360065466;4.214402618657938;27.76186579378069;10.88379705400982
5310;8297.0;8297.0;;False;;;;Joseph;Roth;Hiob;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/roth/hiob/hiob.xml;1930.0;4081.0;7929.0;61769.0;758.0;1941.0;14220.0;0.3804726986718852;490.0;1553.0;11868.0;98.0;220.0;1521.0;257.0;550.0;3454.0;;;36359.0;;FALSCH;FALSCH;Joseph Roth;Hiob;None;1930;;;;;;Roth;Joseph;None;None;None;FUF;19.0;;;;24.47975785092698;2.774624795056124;19.586328666918902;6.936561987640308
5314;8313.0;8313.0;;False;;;;Eduard;Trautner;Tagebücher der Henker von Paris - Zweiter Band;1685 bis 1847;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/sanson/henker2/henker2.xml;1924.0;5537.0;12940.0;109194.0;1347.0;3184.0;24219.0;0.3952234889960867;537.0;1579.0;12266.0;202.0;511.0;3892.0;748.0;2140.0;15908.0;;;36379.0;;FALSCH;FALSCH;Eduard Trautner;Tagebücher der Henker von Paris - Zweiter Band;1685 bis 1847;1924;;;;;;Trautner;Eduard;None;None;None;FIK;2.0;;;;24.605873261205563;3.948995363214838;12.202472952086554;16.537867078825347
5315;8314.0;8314.0;;False;;;;Eduard;Trautner;Tagebücher der Henker von Paris - Erster Band;1685 bis 1847;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/sanson/henker1/henker1.xml;1924.0;5051.0;13274.0;115647.0;1138.0;2577.0;20628.0;0.3797418232869873;472.0;1185.0;9592.0;146.0;364.0;2827.0;638.0;1695.0;13341.0;;;36380.0;Jonas;FALSCH;WAHR;Eduard Trautner;Tagebücher der Henker von Paris - Erster Band;1685 bis 1847;1924;;;;;;Trautner;Eduard;None;None;None;FIK;2.0;;;;19.413891818592734;2.742202802470996;8.927226156395962;12.7693234895284
5333;8334.0;8334.0;;False;;;;Achim;Arnim;Novellen;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/arnim/novellen/arnimnov.xml;1918.0;4141.0;12686.0;103696.0;1460.0;3291.0;24662.0;0.3971402197955863;738.0;1995.0;15297.0;208.0;584.0;4376.0;696.0;1982.0;14347.0;;;36573.0;Jonas;FALSCH;WAHR;Achim Arnim;Novellen;None;1918;;;;;;Arnim;Achim;None;None;None;FIK;1.0;;;;25.941983288664677;4.603499921172947;15.725997162226076;15.62352199274791
5352;8376.0;8376.0;;False;;;;Verschiedene;Autoren;Die Schelmenkappe;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/antholog/schelmen/schelmen.xml;1922.0;2837.0;6815.0;55155.0;605.0;1236.0;9356.0;0.3719872534191684;315.0;829.0;6549.0;95.0;230.0;1722.0;294.0;571.0;3899.0;;;36621.0;Jonas;FALSCH;WAHR;Verschiedene Autoren;Die Schelmenkappe;None;1922;;;;;;Autoren;Verschiedene;None;None;None;U;26.0;;;;18.13646368305209;3.374908290535583;12.164343360234776;8.378576669112253
5376;8413.0;8413.0;;False;;;;Georg;Engel;Claus Störtebecker;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/engel/stoerteb/stoerteb.xml;1920.0;7245.0;15606.0;141935.0;1572.0;3119.0;26233.0;0.378293017531545;709.0;1829.0;16321.0;188.0;389.0;3021.0;879.0;1711.0;13089.0;;;36675.0;;FALSCH;FALSCH;Georg Engel;Claus Störtebecker;None;1920;;;;;;Engel;Georg;male;None;None;FIK;4.0;;;Deutschland;19.98590285787517;2.4926310393438422;11.719851339228502;10.963731897987952
5411;8449.0;8449.0;;False;;;;Walther;Harich;Angst;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/harich/angst/angst.xml;1927.0;7433.0;13010.0;100070.0;1218.0;2638.0;18382.0;0.3831486795413418;455.0;1147.0;8148.0;95.0;263.0;1762.0;774.0;1850.0;12721.0;;;36718.0;Jonas;FALSCH;WAHR;Walther Harich;Angst;None;1927;;;;;;Harich;Walther;None;None;None;FIK;7.0;;;;20.276710222905457;2.02152190622598;8.8162951575711;14.219830899308224
5414;8452.0;8452.0;;False;;;;Walther;Harich;Der Kunstfälscher;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/harich/kunstfae/kunstfae.xml;1930.0;5732.0;9116.0;71805.0;969.0;2011.0;14374.0;0.3832299401136276;449.0;1316.0;9777.0;126.0;288.0;2148.0;508.0;1035.0;6987.0;;;36721.0;;FALSCH;FALSCH;Walther Harich;Der Kunstfälscher;None;1930;;;;;;Harich;Walther;None;None;None;FIK;7.0;;;;22.06011408512505;3.1592803861342693;14.436156208863537;11.35366388767003
5415;8453.0;8453.0;;False;;;;Walter;Harich;Dämon Kunst. Das Leben E. T. A. Hoffmanns;None;/home/fbarth/GIT/pipy/main/kolimo_reflections/../../../corpus-reader/corpusreader/../../KOLIMO/KOLIMO_header_text/gb/harich/etahoff/etahoff.xml;1926.0;5648.0;14061.0;127130.0;1937.0;4777.0;39439.0;0.4206389402875133;794.0;2186.0;19266.0;225.0;571.0;5158.0;1059.0;3256.0;25905.0;;;36722.0;Jonas;FALSCH;WAHR;Walter Harich;Dämon Kunst. Das Leben E. T. A. Hoffmanns;None;1926;;;;;;Harich;Walter;None;None;None;FIK;1.0;;;;33.973401607282554;4.060877604722282;15.54654718725553;23.156247777540717
